cell_id	clone_id	dataset_id
SA039-A73047D-R63-C54	A	SA039
SA039-A73047D-R63-C55	B	SA039
SA039-A73047D-R63-C56	A	SA039
SA039-A73047D-R63-C57	B	SA039
SA039-A73047D-R63-C59	A	SA039
SA039-A73047D-R63-C60	C	SA039
SA039-A73047D-R63-C62	C	SA039
SA039-A73047D-R64-C07	B	SA039
SA039-A73047D-R64-C08	B	SA039
SA039-A73047D-R64-C09	A	SA039
SA039-A73047D-R64-C10	B	SA039
SA039-A73047D-R64-C12	B	SA039
SA039-A73047D-R64-C13	A	SA039
SA039-A73047D-R64-C14	C	SA039
SA039-A73047D-R64-C15	C	SA039
SA039-A73047D-R64-C16	A	SA039
SA039-A73047D-R64-C17	C	SA039
SA039-A73047D-R64-C18	C	SA039
SA039-A73047D-R64-C19	B	SA039
SA039-A73047D-R64-C22	C	SA039
SA039-A73047D-R64-C23	B	SA039
SA039-A73047D-R64-C24	C	SA039
SA039-A73047D-R64-C25	B	SA039
SA039-A73047D-R64-C27	B	SA039
SA039-A73047D-R64-C28	A	SA039
SA039-A73047D-R64-C29	A	SA039
SA039-A73047D-R64-C35	A	SA039
SA039-A73047D-R64-C36	B	SA039
SA039-A73047D-R64-C37	C	SA039
SA039-A73047D-R64-C38	B	SA039
SA039-A73047D-R64-C39	B	SA039
SA039-A73047D-R64-C40	A	SA039
SA039-A73047D-R64-C41	B	SA039
SA039-A73047D-R64-C42	B	SA039
SA039-A73047D-R64-C43	A	SA039
SA039-A73047D-R64-C44	A	SA039
SA039-A73047D-R64-C46	A	SA039
SA039-A73047D-R64-C47	C	SA039
SA039-A73047D-R64-C51	A	SA039
SA039-A73047D-R64-C55	A	SA039
SA039-A73047D-R64-C57	B	SA039
SA039-A73047D-R64-C60	B	SA039
SA039-A73047D-R64-C61	C	SA039
SA039-A73047D-R64-C62	A	SA039
SA039-A73047D-R65-C09	B	SA039
SA039-A73047D-R65-C12	A	SA039
SA039-A73047D-R65-C13	A	SA039
SA039-A73047D-R65-C14	A	SA039
SA039-A73047D-R65-C15	C	SA039
SA039-A73047D-R65-C19	A	SA039
SA039-A73047D-R65-C24	A	SA039
SA039-A73047D-R65-C25	C	SA039
SA039-A73047D-R65-C26	A	SA039
SA039-A73047D-R65-C27	B	SA039
SA039-A73047D-R65-C28	B	SA039
SA039-A73047D-R65-C29	C	SA039
SA039-A73047D-R65-C31	A	SA039
SA039-A73047D-R65-C32	C	SA039
SA039-A73047D-R65-C33	C	SA039
SA039-A73047D-R65-C34	C	SA039
SA039-A73047D-R65-C36	A	SA039
SA039-A73047D-R65-C37	A	SA039
SA039-A73047D-R65-C38	C	SA039
SA039-A73047D-R65-C40	B	SA039
SA039-A73047D-R65-C41	C	SA039
SA039-A73047D-R65-C42	A	SA039
SA039-A73047D-R65-C43	C	SA039
SA039-A73047D-R65-C44	A	SA039
SA039-A73047D-R65-C45	A	SA039
SA039-A73047D-R65-C46	B	SA039
SA039-A73047D-R65-C47	B	SA039
SA039-A73047D-R65-C49	C	SA039
SA039-A73047D-R65-C50	A	SA039
SA039-A73047D-R65-C55	A	SA039
SA039-A73047D-R65-C56	B	SA039
SA039-A73047D-R65-C58	C	SA039
SA039-A73047D-R65-C59	B	SA039
SA039-A73047D-R65-C60	C	SA039
SA039-A73047D-R65-C61	B	SA039
SA039-A73047D-R65-C62	A	SA039
SA039-A73047D-R65-C63	B	SA039
SA039-A73047D-R66-C07	C	SA039
SA039-A73047D-R66-C08	C	SA039
SA039-A73047D-R66-C16	C	SA039
SA039-A73047D-R66-C17	A	SA039
SA039-A73047D-R66-C18	A	SA039
SA039-A73047D-R66-C19	A	SA039
SA039-A73047D-R66-C20	B	SA039
SA039-A73047D-R66-C24	A	SA039
SA039-A73047D-R66-C25	B	SA039
SA039-A73047D-R66-C27	C	SA039
SA039-A73047D-R66-C28	C	SA039
SA039-A73047D-R66-C29	A	SA039
SA039-A73047D-R66-C30	A	SA039
SA039-A73047D-R66-C31	A	SA039
SA039-A73047D-R66-C34	C	SA039
SA039-A73047D-R66-C35	A	SA039
SA039-A73047D-R66-C39	B	SA039
SA039-A73047D-R66-C40	A	SA039
SA039-A73047D-R66-C44	A	SA039
SA039-A73047D-R66-C46	B	SA039
SA039-A73047D-R66-C47	C	SA039
SA039-A73047D-R66-C48	A	SA039
SA039-A73047D-R66-C49	B	SA039
SA039-A73047D-R66-C50	B	SA039
SA039-A73047D-R66-C51	B	SA039
SA039-A73047D-R66-C56	C	SA039
SA039-A73047D-R66-C57	B	SA039
SA039-A73047D-R66-C58	C	SA039
SA039-A73047D-R66-C59	B	SA039
SA039-A73047D-R66-C66	B	SA039
SA039-A73047D-R67-C07	A	SA039
SA039-A73047D-R67-C08	A	SA039
SA039-A73047D-R67-C11	C	SA039
SA039-A73047D-R67-C12	C	SA039
SA039-A73047D-R67-C18	B	SA039
SA039-A73047D-R67-C19	B	SA039
SA039-A73047D-R67-C24	B	SA039
SA039-A73047D-R67-C26	C	SA039
SA039-A73047D-R67-C27	C	SA039
SA039-A73047D-R67-C28	B	SA039
SA039-A73047D-R67-C29	A	SA039
SA039-A73047D-R67-C30	A	SA039
SA039-A73047D-R67-C31	C	SA039
SA039-A73047D-R67-C32	A	SA039
SA039-A73047D-R67-C33	A	SA039
SA039-A73047D-R67-C36	A	SA039
SA039-A73047D-R67-C37	A	SA039
SA039-A73047D-R67-C38	A	SA039
SA039-A73047D-R67-C39	A	SA039
SA039-A73047D-R67-C40	C	SA039
SA039-A73047D-R67-C43	C	SA039
SA039-A73047D-R67-C46	A	SA039
SA039-A73047D-R67-C47	C	SA039
SA039-A73047D-R67-C48	A	SA039
SA039-A73047D-R67-C50	A	SA039
SA039-A73047D-R67-C52	A	SA039
SA039-A73047D-R67-C55	A	SA039
SA039-A73047D-R67-C58	B	SA039
SA039-A73047D-R67-C59	A	SA039
SA039-A73047D-R67-C60	A	SA039
SA039-A73047D-R67-C61	A	SA039
SA039-A73047D-R67-C65	A	SA039
SA039-A73047D-R67-C66	B	SA039
SA039-A73047D-R67-C67	A	SA039
SA039-A73047D-R68-C10	B	SA039
SA039-A73047D-R68-C11	A	SA039
SA039-A73047D-R68-C16	C	SA039
SA039-A73047D-R68-C17	A	SA039
SA039-A73047D-R68-C26	A	SA039
SA039-A73047D-R68-C27	B	SA039
SA039-A73047D-R68-C28	A	SA039
SA039-A73047D-R68-C29	A	SA039
SA039-A73047D-R68-C31	C	SA039
SA039-A73047D-R68-C34	C	SA039
SA039-A73047D-R68-C35	A	SA039
SA039-A73047D-R68-C42	A	SA039
SA039-A73047D-R68-C46	A	SA039
SA039-A73047D-R68-C47	B	SA039
SA039-A73047D-R68-C48	A	SA039
SA039-A73047D-R68-C50	A	SA039
SA039-A73047D-R68-C54	A	SA039
SA039-A73047D-R68-C55	A	SA039
SA039-A73047D-R68-C57	B	SA039
SA039-A73047D-R68-C58	A	SA039
SA039-A73047D-R68-C60	A	SA039
SA039-A73047D-R68-C63	C	SA039
SA039-A73047D-R69-C08	A	SA039
SA039-A73047D-R69-C14	A	SA039
SA039-A73047D-R69-C15	B	SA039
SA039-A73047D-R69-C17	C	SA039
SA039-A73047D-R69-C18	A	SA039
SA039-A73047D-R69-C21	A	SA039
SA039-A73047D-R69-C22	A	SA039
SA039-A73047D-R69-C23	A	SA039
SA039-A73047D-R69-C25	B	SA039
SA039-A73047D-R69-C26	B	SA039
SA039-A73047D-R69-C28	A	SA039
SA039-A73047D-R69-C29	A	SA039
SA039-A73047D-R69-C33	A	SA039
SA039-A73047D-R69-C39	B	SA039
SA039-A73047D-R69-C42	A	SA039
SA039-A73047D-R69-C46	B	SA039
SA039-A73047D-R69-C47	B	SA039
SA039-A73047D-R69-C48	A	SA039
SA039-A73047D-R69-C49	B	SA039
SA039-A73047D-R69-C54	B	SA039
SA039-A73047D-R69-C57	B	SA039
SA039-A73047D-R69-C58	A	SA039
SA039-A73047D-R69-C59	A	SA039
SA039-A73047D-R69-C60	A	SA039
SA039-A73047D-R69-C62	A	SA039
SA039-A73047D-R69-C63	A	SA039
SA039-A73047D-R69-C64	B	SA039
SA039-A73047D-R70-C09	A	SA039
SA039-A73047D-R70-C12	A	SA039
SA039-A73047D-R70-C13	C	SA039
SA039-A73047D-R70-C14	C	SA039
SA039-A73047D-R70-C15	A	SA039
SA039-A73047D-R70-C16	B	SA039
SA039-A73047D-R70-C17	B	SA039
SA039-A73047D-R70-C18	B	SA039
SA039-A73047D-R70-C19	A	SA039
SA039-A73047D-R70-C20	C	SA039
SA039-A73047D-R70-C42	B	SA039
SA039-A73047D-R70-C55	A	SA039
SA039-A73047D-R70-C56	C	SA039
SA039-A73047D-R70-C57	A	SA039
SA039-A73047D-R70-C58	B	SA039
SA039-A73047D-R70-C63	C	SA039
SA039-A73047D-R70-C64	C	SA039
SA039-A73047D-R70-C65	B	SA039
