V1,single_cell_id,letters,datatag,sample_id
51074,SA535X8XB03664-A108759B-R66-C39,B,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51075,SA535X8XB03664-A108759B-R67-C56,B,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51076,SA535X8XB03664-A108759B-R69-C63,B,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51077,SA535X8XB03664-A108759B-R48-C19,B,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51078,SA535X8XB03664-A108759B-R66-C20,B,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51079,SA535X8XB03664-A108759B-R70-C35,B,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51080,SA535X8XB03664-A108759B-R52-C33,B,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51081,SA535X8XB03664-A108759B-R52-C53,B,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51082,SA535X8XB03664-A108759B-R65-C34,B,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51083,SA535X8XB03664-A108759B-R69-C51,B,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51084,SA535X8XB03664-A108759B-R45-C60,B,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51085,SA535X8XB03664-A108759B-R64-C55,B,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51086,SA535X8XB03664-A108759B-R66-C12,B,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51087,SA535X8XB03664-A108759B-R48-C26,B,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51088,SA535X8XB03664-A108759B-R51-C55,B,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51089,SA535X8XB03664-A108759B-R64-C45,B,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51090,SA535X8XB03664-A108759B-R64-C56,B,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51091,SA535X8XB03664-A108759B-R65-C36,B,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51092,SA535X8XB03664-A108759B-R47-C39,B,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51093,SA535X8XB03664-A108759B-R49-C41,B,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51094,SA535X8XB03664-A108759B-R45-C48,B,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51095,SA535X8XB03664-A108759B-R48-C46,B,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51096,SA535X8XB03664-A108759B-R64-C36,B,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51097,SA535X8XB03664-A108759B-R49-C44,B,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51098,SA535X8XB03664-A108759B-R52-C44,B,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51099,SA535X8XB03664-A108759B-R64-C25,B,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51100,SA535X8XB03664-A108759B-R65-C65,B,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51101,SA535X8XB03664-A108732A-R50-C18,B,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51102,SA535X8XB03664-A108759B-R54-C12,B,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51103,SA535X8XB03664-A108759B-R68-C07,B,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51104,SA535X8XB03664-A108732A-R45-C25,A,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51105,SA535X8XB03664-A108732A-R56-C31,A,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51106,SA535X8XB03664-A108759B-R47-C54,A,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51107,SA535X8XB03664-A108759B-R56-C52,A,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51108,SA535X8XB03664-A108759B-R54-C40,A,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51109,SA535X8XB03664-A108759B-R64-C44,A,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51110,SA535X8XB03664-A108759B-R46-C35,A,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51111,SA535X8XB03664-A108759B-R51-C31,A,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51112,SA535X8XB03664-A108759B-R61-C38,A,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51113,SA535X8XB03664-A108759B-R48-C49,A,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51114,SA535X8XB03664-A108759B-R65-C33,A,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51115,SA535X8XB03664-A108759B-R65-C35,A,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51116,SA535X8XB03664-A108759B-R65-C67,A,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51117,SA535X8XB03664-A108759B-R69-C66,A,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51118,SA535X8XB03664-A108759B-R70-C45,A,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51119,SA535X8XB03664-A108759B-R65-C58,A,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51120,SA535X8XB03664-A108759B-R46-C66,A,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51121,SA535X8XB03664-A108759B-R64-C63,A,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51122,SA535X8XB03664-A108759B-R68-C11,A,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51123,SA535X8XB03664-A108732A-R57-C68,A,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51124,SA535X8XB03664-A108759B-R50-C56,A,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51125,SA535X8XB03664-A108759B-R57-C08,A,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51126,SA535X8XB03664-A108759B-R69-C14,A,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51127,SA535X8XB03664-A108759B-R68-C48,A,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51128,SA535X8XB03664-A108759B-R53-C15,D,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51129,SA535X8XB03664-A108732A-R47-C16,D,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51130,SA535X8XB03664-A108759B-R45-C67,D,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51131,SA535X8XB03664-A108759B-R57-C13,D,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51132,SA535X8XB03664-A108732A-R45-C54,F,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51133,SA535X8XB03664-A108732A-R56-C63,F,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51134,SA535X8XB03664-A108759B-R48-C60,F,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51135,SA535X8XB03664-A108759B-R51-C56,F,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51136,SA535X8XB03664-A108759B-R56-C21,F,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51137,SA535X8XB03664-A108759B-R68-C15,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51138,SA535X8XB03664-A108759B-R49-C26,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51139,SA535X8XB03664-A108759B-R51-C47,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51140,SA535X8XB03664-A108759B-R53-C08,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51141,SA535X8XB03664-A108732A-R46-C34,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51142,SA535X8XB03664-A108759B-R46-C24,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51143,SA535X8XB03664-A108759B-R46-C44,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51144,SA535X8XB03664-A108759B-R46-C68,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51145,SA535X8XB03664-A108759B-R46-C70,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51146,SA535X8XB03664-A108759B-R47-C51,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51147,SA535X8XB03664-A108759B-R48-C40,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51148,SA535X8XB03664-A108759B-R56-C32,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51149,SA535X8XB03664-A108759B-R64-C40,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51150,SA535X8XB03664-A108759B-R68-C60,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51151,SA535X8XB03664-A108759B-R51-C46,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51152,SA535X8XB03664-A108732A-R61-C30,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51153,SA535X8XB03664-A108732A-R62-C43,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51154,SA535X8XB03664-A108759B-R45-C40,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51155,SA535X8XB03664-A108759B-R45-C41,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51156,SA535X8XB03664-A108759B-R46-C45,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51157,SA535X8XB03664-A108759B-R46-C67,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51158,SA535X8XB03664-A108759B-R47-C45,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51159,SA535X8XB03664-A108759B-R47-C68,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51160,SA535X8XB03664-A108759B-R49-C54,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51161,SA535X8XB03664-A108759B-R50-C34,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51162,SA535X8XB03664-A108759B-R51-C40,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51163,SA535X8XB03664-A108759B-R54-C56,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51164,SA535X8XB03664-A108759B-R56-C35,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51165,SA535X8XB03664-A108759B-R58-C36,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51166,SA535X8XB03664-A108759B-R63-C69,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51167,SA535X8XB03664-A108759B-R64-C35,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51168,SA535X8XB03664-A108759B-R64-C37,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51169,SA535X8XB03664-A108759B-R65-C45,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51170,SA535X8XB03664-A108759B-R66-C08,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51171,SA535X8XB03664-A108759B-R67-C31,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51172,SA535X8XB03664-A108759B-R67-C43,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51173,SA535X8XB03664-A108759B-R48-C54,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51174,SA535X8XB03664-A108759B-R50-C47,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51175,SA535X8XB03664-A108759B-R56-C51,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51176,SA535X8XB03664-A108759B-R67-C46,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51177,SA535X8XB03664-A108732A-R46-C61,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51178,SA535X8XB03664-A108732A-R57-C07,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51179,SA535X8XB03664-A108732A-R58-C60,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51180,SA535X8XB03664-A108732A-R62-C55,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51181,SA535X8XB03664-A108732A-R64-C15,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51182,SA535X8XB03664-A108732A-R65-C13,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51183,SA535X8XB03664-A108759B-R45-C32,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51184,SA535X8XB03664-A108759B-R46-C30,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51185,SA535X8XB03664-A108759B-R46-C60,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51186,SA535X8XB03664-A108759B-R47-C38,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51187,SA535X8XB03664-A108759B-R47-C50,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51188,SA535X8XB03664-A108759B-R47-C53,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51189,SA535X8XB03664-A108759B-R48-C42,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51190,SA535X8XB03664-A108759B-R48-C59,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51191,SA535X8XB03664-A108759B-R48-C63,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51192,SA535X8XB03664-A108759B-R49-C07,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51193,SA535X8XB03664-A108759B-R49-C49,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51194,SA535X8XB03664-A108759B-R49-C55,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51195,SA535X8XB03664-A108759B-R50-C40,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51196,SA535X8XB03664-A108759B-R50-C46,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51197,SA535X8XB03664-A108759B-R52-C64,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51198,SA535X8XB03664-A108759B-R53-C09,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51199,SA535X8XB03664-A108759B-R53-C40,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51200,SA535X8XB03664-A108759B-R53-C43,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51201,SA535X8XB03664-A108759B-R54-C39,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51202,SA535X8XB03664-A108759B-R55-C07,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51203,SA535X8XB03664-A108759B-R55-C21,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51204,SA535X8XB03664-A108759B-R55-C63,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51205,SA535X8XB03664-A108759B-R57-C34,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51206,SA535X8XB03664-A108759B-R64-C24,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51207,SA535X8XB03664-A108759B-R64-C26,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51208,SA535X8XB03664-A108759B-R64-C39,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51209,SA535X8XB03664-A108759B-R64-C41,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51210,SA535X8XB03664-A108759B-R65-C10,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51211,SA535X8XB03664-A108759B-R65-C68,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51212,SA535X8XB03664-A108759B-R66-C49,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51213,SA535X8XB03664-A108759B-R67-C10,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51214,SA535X8XB03664-A108759B-R67-C15,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51215,SA535X8XB03664-A108759B-R67-C38,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51216,SA535X8XB03664-A108759B-R67-C47,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51217,SA535X8XB03664-A108759B-R67-C59,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51218,SA535X8XB03664-A108759B-R67-C69,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51219,SA535X8XB03664-A108759B-R67-C70,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51220,SA535X8XB03664-A108759B-R68-C31,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51221,SA535X8XB03664-A108759B-R68-C38,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51222,SA535X8XB03664-A108759B-R68-C39,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51223,SA535X8XB03664-A108759B-R68-C42,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51224,SA535X8XB03664-A108759B-R68-C55,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51225,SA535X8XB03664-A108759B-R69-C11,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51226,SA535X8XB03664-A108759B-R69-C39,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51227,SA535X8XB03664-A108759B-R69-C48,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51228,SA535X8XB03664-A108759B-R69-C58,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51229,SA535X8XB03664-A108759B-R54-C15,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51230,SA535X8XB03664-A108759B-R54-C24,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51231,SA535X8XB03664-A108759B-R46-C16,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51232,SA535X8XB03664-A108759B-R51-C30,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51233,SA535X8XB03664-A108759B-R56-C30,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51234,SA535X8XB03664-A108759B-R66-C07,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51235,SA535X8XB03664-A108732A-R57-C62,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51236,SA535X8XB03664-A108759B-R50-C23,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51237,SA535X8XB03664-A108759B-R53-C39,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51238,SA535X8XB03664-A108759B-R63-C58,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51239,SA535X8XB03664-A108759B-R70-C64,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51240,SA535X8XB03664-A108732A-R63-C24,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51241,SA535X8XB03664-A108732A-R45-C39,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51242,SA535X8XB03664-A108759B-R49-C33,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51243,SA535X8XB03664-A108759B-R50-C69,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51244,SA535X8XB03664-A108759B-R52-C09,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51245,SA535X8XB03664-A108759B-R54-C57,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51246,SA535X8XB03664-A108759B-R62-C12,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51247,SA535X8XB03664-A108759B-R64-C11,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51248,SA535X8XB03664-A108759B-R64-C43,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51249,SA535X8XB03664-A108759B-R65-C47,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51250,SA535X8XB03664-A108759B-R65-C63,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51251,SA535X8XB03664-A108732A-R45-C24,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51252,SA535X8XB03664-A108759B-R46-C65,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51253,SA535X8XB03664-A108759B-R50-C21,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51254,SA535X8XB03664-A108759B-R50-C53,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51255,SA535X8XB03664-A108759B-R53-C52,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51256,SA535X8XB03664-A108759B-R56-C64,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51257,SA535X8XB03664-A108759B-R67-C28,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51258,SA535X8XB03664-A108759B-R67-C34,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51259,SA535X8XB03664-A108759B-R70-C13,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51260,SA535X8XB03664-A108759B-R48-C27,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51261,SA535X8XB03664-A108759B-R56-C45,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51262,SA535X8XB03664-A108759B-R69-C28,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51263,SA535X8XB03664-A108732A-R45-C36,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51264,SA535X8XB03664-A108759B-R66-C45,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51265,SA535X8XB03664-A108732A-R46-C21,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51266,SA535X8XB03664-A108732A-R58-C54,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51267,SA535X8XB03664-A108732A-R58-C61,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51268,SA535X8XB03664-A108732A-R61-C64,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51269,SA535X8XB03664-A108732A-R62-C60,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51270,SA535X8XB03664-A108732A-R64-C41,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51271,SA535X8XB03664-A108759B-R45-C54,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51272,SA535X8XB03664-A108759B-R46-C25,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51273,SA535X8XB03664-A108759B-R46-C51,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51274,SA535X8XB03664-A108759B-R47-C66,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51275,SA535X8XB03664-A108759B-R48-C31,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51276,SA535X8XB03664-A108759B-R48-C43,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51277,SA535X8XB03664-A108759B-R51-C27,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51278,SA535X8XB03664-A108759B-R51-C58,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51279,SA535X8XB03664-A108759B-R52-C46,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51280,SA535X8XB03664-A108759B-R54-C23,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51281,SA535X8XB03664-A108759B-R63-C19,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51282,SA535X8XB03664-A108759B-R63-C20,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51283,SA535X8XB03664-A108759B-R65-C15,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51284,SA535X8XB03664-A108759B-R65-C61,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51285,SA535X8XB03664-A108759B-R66-C17,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51286,SA535X8XB03664-A108759B-R66-C31,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51287,SA535X8XB03664-A108759B-R67-C09,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51288,SA535X8XB03664-A108759B-R67-C37,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51289,SA535X8XB03664-A108759B-R68-C41,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51290,SA535X8XB03664-A108759B-R70-C57,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51291,SA535X8XB03664-A108759B-R70-C67,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51292,SA535X8XB03664-A108732A-R46-C27,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51293,SA535X8XB03664-A108732A-R64-C68,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51294,SA535X8XB03664-A108759B-R46-C50,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51295,SA535X8XB03664-A108759B-R52-C31,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51296,SA535X8XB03664-A108759B-R65-C23,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51297,SA535X8XB03664-A108759B-R49-C36,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51298,SA535X8XB03664-A108759B-R57-C20,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51299,SA535X8XB03664-A108759B-R49-C48,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51300,SA535X8XB03664-A108759B-R54-C10,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51301,SA535X8XB03664-A108759B-R62-C35,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51302,SA535X8XB03664-A108732A-R56-C23,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51303,SA535X8XB03664-A108732A-R57-C31,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51304,SA535X8XB03664-A108732A-R58-C10,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51305,SA535X8XB03664-A108759B-R46-C40,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51306,SA535X8XB03664-A108759B-R46-C49,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51307,SA535X8XB03664-A108759B-R47-C35,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51308,SA535X8XB03664-A108759B-R47-C41,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51309,SA535X8XB03664-A108759B-R47-C56,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51310,SA535X8XB03664-A108759B-R47-C67,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51311,SA535X8XB03664-A108759B-R48-C53,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51312,SA535X8XB03664-A108759B-R51-C08,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51313,SA535X8XB03664-A108759B-R51-C43,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51314,SA535X8XB03664-A108759B-R54-C50,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51315,SA535X8XB03664-A108759B-R63-C56,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51316,SA535X8XB03664-A108759B-R65-C26,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51317,SA535X8XB03664-A108759B-R66-C40,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51318,SA535X8XB03664-A108759B-R67-C08,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51319,SA535X8XB03664-A108759B-R67-C35,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51320,SA535X8XB03664-A108759B-R67-C58,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51321,SA535X8XB03664-A108759B-R68-C68,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51322,SA535X8XB03664-A108759B-R70-C42,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51323,SA535X8XB03664-A108759B-R70-C46,G,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51324,SA535X8XB03664-A108759B-R50-C36,H,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51325,SA535X8XB03664-A108759B-R66-C59,H,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51326,SA535X8XB03664-A108759B-R70-C41,H,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51327,SA535X8XB03664-A108759B-R66-C38,I,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51328,SA535X8XB03664-A108759B-R68-C58,J,SA535_CISPLATIN_CombinedU,SA535X8XB03664
51329,SA535X9XB03616-A98168B-R51-C45,A,SA535_CISPLATIN_CombinedH,SA535X9XB03616
51330,SA535X9XB03616-A98168B-R61-C16,A,SA535_CISPLATIN_CombinedH,SA535X9XB03616
51331,SA535X9XB03616-A98168B-R51-C38,A,SA535_CISPLATIN_CombinedH,SA535X9XB03616
